homosexual	support	4	false
homosexual	days	4	false
homosexual	groin	3	false
homosexual	members	9	true
homosexual	demonstration	5	false
homosexual	given	3	false
homosexual	group	13	true
homosexual	people	12	true
homosexual	demonstrated	3	false
homosexual	speak	3	false
homosexual	movement	3	false
homosexual	leader	7	true
homosexual	living	3	false
homosexual	several	5	false
homosexual	women	21	true
homosexual	woman	3	false
homosexual	reported	3	false
homosexual	made	4	false
homosexual	make	4	false
homosexual	highest	3	false
homosexual	male	13	true
homosexual	many	10	true
homosexual	abortion	3	false
homosexual	mass	4	false
homosexual	study	3	false
homosexual	opened	6	false
homosexual	military	5	false
homosexual	militant	3	false
homosexual	discussion	3	false
homosexual	early	3	false
homosexual	president	7	true
homosexual	professor	4	false
homosexual	charges	8	true
homosexual	charged	7	true
homosexual	ordinance	7	true
homosexual	largest	4	false
homosexual	world	9	true
homosexual	married	8	true
homosexual	scene	3	false
homosexual	approved	4	false
homosexual	medical	4	false
homosexual	teaching	3	false
homosexual	minutes	3	false
homosexual	above	3	false
homosexual	though	3	false
homosexual	include	3	false
homosexual	discrimination	8	true
homosexual	against	20	true
homosexual	teachers	6	false
homosexual	presents	4	false
homosexual	very	3	false
homosexual	ruling	4	false
homosexual	discuss	4	false
homosexual	series	3	false
homosexual	future	4	false
homosexual	more	10	true
homosexual	most	14	true
homosexual	facilities	3	false
homosexual	distinct	4	false
homosexual	newspaper	3	false
homosexual	admitted	3	false
homosexual	grounds	3	false
homosexual	least	4	false
homosexual	might	9	true
homosexual	former	15	true
homosexual	closet	3	false
homosexual	ruled	9	true
homosexual	young	10	true
homosexual	must	3	false
homosexual	vote	6	false
homosexual	court	6	false
homosexual	heterosexual	8	true
homosexual	annual	3	false
homosexual	debate	3	false
homosexual	person	3	false
homosexual	intrinsically	3	false
homosexual	policy	3	false
homosexual	police	14	true
homosexual	teacher	7	true
homosexual	night	13	true
homosexual	legal	3	false
homosexual	ordination	6	false
homosexual	heterosexuals	4	false
homosexual	controversy	5	false
homosexual	ring	4	false
homosexual	conference	4	false
homosexual	activity	4	false
homosexual	activist	3	false
homosexual	groups	4	false
homosexual	passed	3	false
homosexual	public	15	true
homosexual	act	4	false
homosexual	well-written	4	false
homosexual	age	5	false
homosexual	ago	12	true
homosexual	already	3	false
homosexual	any	3	false
homosexual	name	3	false
homosexual	enough	4	false
homosexual	bar	7	true
homosexual	boy	3	false
homosexual	role	4	false
homosexual	order	7	true
homosexual	third	3	false
homosexual	going	6	false
homosexual	treatment	5	false
homosexual	avowed	11	true
homosexual	ministry	5	false
homosexual	congregation	3	false
homosexual	community	13	true
homosexual	black	3	false
homosexual	next	5	false
homosexual	news	3	false
homosexual	few	5	false
homosexual	candidate	3	false
homosexual	second	3	false
homosexual	tendencies	5	false
homosexual	gay	10	true
homosexual	get	4	false
homosexual	reader	4	false
homosexual	want	3	false
homosexual	found	7	true
homosexual	predominantly	3	false
homosexual	school	7	true
homosexual	disease	3	false
homosexual	small	3	false
homosexual	friends	3	false
homosexual	civil-rights	4	false
homosexual	acts	11	true
homosexual	longer	4	false
homosexual	job	5	false
homosexual	week	9	true
homosexual	well	4	false
homosexual	law	9	true
homosexual	press	4	false
homosexual	three	4	false
homosexual	lot	3	false
homosexual	man	7	true
homosexual	may	12	true
homosexual	men	37	true
homosexual	met	3	false
homosexual	thousands	3	false
homosexual	new	16	true
homosexual	lesbians	5	false
homosexual	students	7	true
homosexual	unmarried	3	false
homosexual	involving	8	true
homosexual	now	12	true
homosexual	issue	3	false
homosexual	off	3	false
homosexual	one	14	true
homosexual	wife	3	false
homosexual	out	15	true
homosexual	service	6	false
homosexual	ever	3	false
homosexual	even	3	false
homosexual	anything	4	false
homosexual	major	4	false
homosexual	relations	3	false
homosexual	run	4	false
homosexual	strong	3	false
homosexual	see	3	false
homosexual	set	4	false
homosexual	sex	7	true
homosexual	bobbing	3	false
homosexual	change	5	false
homosexual	tax	3	false
homosexual	save	4	false
homosexual	two	14	true
homosexual	right	3	false
homosexual	private	6	false
homosexual	called	7	true
homosexual	liberation	5	false
homosexual	way	3	false
homosexual	issued	3	false
homosexual	denied	4	false
homosexual	area	9	true
homosexual	things	3	false
homosexual	march	5	false
homosexual	show	4	false
homosexual	shot	6	false
homosexual	national	5	false
homosexual	should	3	false
homosexual	advises	3	false
homosexual	seeking	3	false
homosexual	testified	3	false
homosexual	fear	6	false
homosexual	murders	4	false
homosexual	feel	3	false
homosexual	indicted	4	false
homosexual	resourceful	4	false
homosexual	assured	3	false
homosexual	alleged	8	true
homosexual	intended	4	false
homosexual	general	3	false
homosexual	hearing	3	false
homosexual	some	5	false
homosexual	just	6	false
homosexual	jury	3	false
homosexual	film	3	false
homosexual	fire	4	false
homosexual	five	4	false
homosexual	campaign	4	false
homosexual	published	4	false
homosexual	model	7	true
homosexual	office	5	false
homosexual	times	5	false
homosexual	specifically	4	false
homosexual	hypermasculine	4	false
homosexual	attempt	3	false
homosexual	bars	3	false
homosexual	trial	4	false
homosexual	such	7	true
homosexual	suit	4	false
homosexual	am	3	false
homosexual	panel	5	false
homosexual	four	5	false
homosexual	me	4	false
homosexual	student	7	true
homosexual	decision	5	false
homosexual	up	12	true
homosexual	teach	4	false
homosexual	reports	4	false
homosexual	yesterday	54	true
homosexual	stimulate	4	false
homosexual	supporters	4	false
homosexual	article	4	false
homosexual	number	5	false
homosexual	urged	3	false
homosexual	couples	6	false
homosexual	admission	4	false
homosexual	parties	3	false
homosexual	party	3	false
homosexual	only	4	false
homosexual	bisexual	3	false
homosexual	residents	3	false
homosexual	apartment	4	false
homosexual	bill	15	true
homosexual	association	3	false
homosexual	open	3	false
homosexual	among	10	true
homosexual	lower	3	false
homosexual	homosexuals	29	true
homosexual	sexual	9	true
homosexual	rally	3	false
homosexual	committing	4	false
homosexual	take	3	false
homosexual	protest	3	false
homosexual	body	4	false
homosexual	honorable	3	false
homosexual	book	7	true
homosexual	protect	3	false
homosexual	both	4	false
homosexual	organizations	6	false
homosexual	boys	3	false
homosexual	children	9	true
homosexual	growing	3	false
homosexual	government	6	false
homosexual	seven	4	false
homosexual	agreed	4	false
homosexual	official	6	false
homosexual	brave	4	false
homosexual	singer	3	false
homosexual	rights	42	true
homosexual	declared	4	false
homosexual	aimed	3	false
homosexual	become	6	false
homosexual	course	5	false
homosexual	security	4	false
homosexual	without	3	false
homosexual	novel	8	true
homosexual	effort	4	false
homosexual	time	7	true
homosexual	killed	7	true
homosexual	quoted	4	false
homosexual	according	5	false
homosexual	weeks	4	false
homosexual	leaders	3	false
homosexual	officers	8	true
homosexual	orientation	3	false
homosexual	part	5	false
homosexual	past	5	false
homosexual	human	3	false
homosexual	activists	6	false
homosexual	marched	5	false
homosexual	told	7	true
homosexual	judge	7	true
homosexual	took	3	false
homosexual	around	6	false
homosexual	election	3	false
homosexual	generally	3	false
homosexual	prison	4	false
homosexual	requiring	3	false
homosexual	meeting	5	false
homosexual	began	4	false
homosexual	consenting	4	false
homosexual	defeated	5	false
homosexual	within	3	false
homosexual	programs	3	false
homosexual	during	3	false
homosexual	years	23	true
homosexual	other	17	true
homosexual	case	6	false
homosexual	care	3	false
homosexual	described	5	false
homosexual	discharge	11	true
homosexual	written	4	false
homosexual	good	4	false
homosexual	publicly	6	false
homosexual	being	12	true
homosexual	crime	3	false
homosexual	relationship	10	true
homosexual	year	16	true
homosexual	subculture	4	false
homosexual	play	6	false
homosexual	lawyer	3	false
homosexual	placed	3	false
homosexual	banners	3	false
homosexual	license	3	false
homosexual	nation	4	false
homosexual	recent	5	false
homosexual	type	5	false
homosexual	power	4	false
homosexual	murder	9	true
homosexual	considered	4	false
homosexual	tonight	6	false
homosexual	last	29	true
homosexual	before	5	false
homosexual	arrested	5	false
homosexual	church	13	true
homosexual	city	22	true
homosexual	today	61	true
homosexual	civil	5	false
homosexual	between	5	false
homosexual	passage	7	true
homosexual	professional	5	false
homosexual	organization	4	false
homosexual	otherwise	3	false
homosexual	turned	4	false
homosexual	life	13	true
homosexual	come	3	false
homosexual	priesthood	4	false
homosexual	position	3	false
homosexual	announced	7	true
homosexual	teen-agers	3	false
homosexual	chanting	3	false
homosexual	rumors	6	false
homosexual	films	5	false
homosexual	adults	5	false
homosexual	filed	6	false
homosexual	half	3	false
homosexual	regard	3	false
homosexual	state	5	false
homosexual	fears	3	false
homosexual	stand	3	false
homosexual	subject	3	false
homosexual	long	4	false
homosexual	love	5	false
homosexual	administration	4	false
homosexual	homosexuality	14	true
homosexual	held	5	false
homosexual	audience	5	false
homosexual	based	4	false
homosexual	first	22	true
homosexual	advice	3	false
homosexual	high	3	false
homosexual	parents	5	false
homosexual	place	6	false
homosexual	acknowledged	10	true
homosexual	recently	9	true
homosexual	behavior	6	false
homosexual	family	5	false
homosexual	sentenced	3	false
homosexual	board	4	false
homosexual	solely	3	false
